NOME	REGIME	ANO	NUMERO	CURSO
Felipe Mendes	Normal	1	3630	TDMO
Levi da Mata	Normal	1	19087	CONT
Melissa da Rosa	Normal	2	5157	TDM
Ana Luiza Silva	Normal	1	32060	CONT
Helena Nunes	Normal	1	4334	EA
Vitoria Rezende	Normal	3	5791	MKT
Emanuel Silveira	Normal	2	2926	EI
Maria Fernanda Peixoto	Normal	2	10010	GE
Barbara da Paz	Normal	2	3768	EA
Maria Cecilia Moura	Normal	1	5461	CONT
Camila Silva	Normal	1	33170	EC
Emanuel Rocha	Normal	1	21315	CONT
Lais Azevedo	Normal	1	5994	GE
Isabella Goncalves	Normal	3	10576	TDM
Catarina Caldeira	Normal	3	4820	MKT
Isadora Lopes	Normal	1	3789	MKT
Isadora Rocha	Normal	2	31227	MKT
Raquel das Neves	Normal	1	3042	GI
Barbara Silva	Dirigente associativo	2	4001	EC
Caroline Rocha	Normal	1	4882	MKT
Kamilly Ferreira	Normal	3	5577	TUR
Gabrielly Melo	Normal	2	5979	EM
Leandro da Conceicao	Normal	3	3877	EA
Luna Nascimento	Normal	2	13043	EE
Olivia Porto	Atleta	1	5733	TDM
Davi Lucca Nogueira	Normal	2	23758	EM
Pedro Silveira	Normal	1	3704	TDM
Daniela Rocha	Normal	1	4167	EM
Luiz Otavio Almeida	Normal	2	4272	GI
Giovanna Ferreira	Normal	1	5671	EE
Anthony Souza	Normal	1	8164	TDMO
Helena Sales	Normal	2	3541	EC
Yago da Cunha	Normal	2	6109	GE
Isis Azevedo	Normal	2	8882	EM
Julia Fernandes	Normal	2	3886	TDMO
Amanda Martins	Normal	3	3613	TDMO
Sofia Oliveira	Normal	2	5067	EI
Pedro Miguel Duarte	Normal	2	18086	GE
Larissa da Cunha	Normal	2	5387	CONT
Eloah Araujo	Normal	1	4325	TDMO
Joao Felipe Alves	Normal	3	5134	TDM
Ana Laura Rezende	Normal	2	4662	TDMO
Lucca Duarte	Normal	1	30565	EM
Joaquim Ramos	Normal	2	4487	CONT
Enrico Nascimento	Normal	3	3250	GI
Emanuelly Pinto	Atleta	2	30577	TDM
Leandro da Rocha	Atleta	1	4003	CONT
Marina Goncalves	Atleta	1	15474	EA
Alice Gomes	Atleta	1	5118	CONT
Luigi Costela	Atleta	3	26627	EA
Ana Laura Moreira	Normal	1	3547	MKT
Esther Jesus	Normal	3	6629	EM
Nicole da Costa	Normal	3	32928	TDM
Maysa Teixeira	Normal	2	5656	EE
Cecilia Freitas	Normal	1	5126	GI
Thales Ramos	Normal	2	26423	TUR
Alana Campos	Normal	3	3122	EI
Benicio Dias	Normal	2	3564	GI
Erick Ribeiro	Normal	1	3012	TDMO
Clara Pires	Normal	2	29520	TUR
Mariana Pinto	Normal	2	7902	EA
Matheus Costela	Normal	1	4592	EA
Emilly Moreira	Normal	2	15962	EC
Joao Gabriel da Luz	Normal	1	5571	TDM
Thiago Ferreira	Normal	3	1123	CONT
Maria Luiza Aragao	Normal	2	25596	EE
Ana Luiza da Cunha	Normal	2	5291	TDM
Barbara Alves	Normal	1	4737	TDM
Ian Castro	Normal	2	4485	GI
Marcela Nogueira	Normal	1	5536	EC
Valentina Novaes	Normal	3	14261	TDMO
Emanuelly Correia	Normal	3	11195	GE
Gustavo Henrique Vieira	Normal	1	5324	TDM
Ryan Nascimento	Dirigente associativo	1	3659	CONT
Eduarda Cardoso	Dirigente associativo	3	5906	EE
Natalia Goncalves	Dirigente associativo	3	33525	CONT
Davi Correia	Dirigente associativo	2	3578	MKT
Anthony Nogueira	Dirigente associativo	3	2264	TDMO
Ana Barbosa	Dirigente associativo	3	3356	EI
Andre Oliveira	Dirigente associativo	2	4859	EC
Ana Fogaca	Dirigente associativo	1	5736	EA
Yago Oliveira	Dirigente associativo	3	9260	EM
Miguel Moraes	Normal	3	4838	EC
Sophie da Mata	Normal	1	4559	MKT
Camila da Mota	Normal	2	7202	EI
Vitoria Fernandes	Normal	2	5508	EM
Maria Alice Freitas	Normal	2	9116	CONT
Milena Melo	Normal	1	6030	MKT
Isadora Costa	Normal	2	3648	CONT
Enzo Novaes	Normal	1	21326	EI
Luna Nogueira	Normal	2	4527	EE
Lavinia Pereira	Normal	3	3841	EE
Henrique Nogueira	Normal	1	5675	GI
Bruno Ramos	Normal	3	3775	GE
Beatriz Lopes	Normal	1	5533	GI
Valentina Ferreira	Normal	1	4256	MKT
Laura Dias	Normal	2	4544	GE
Juliana Ramos	Atleta	2	3793	CONT
Rebeca Monteiro	Atleta	2	30011	CONT
Andre Cunha	Atleta	2	31771	MKT
Enrico Peixoto	Atleta	1	3384	EE
Igor Pinto	Atleta	2	4509	GE
Davi Lucca Cavalcanti	Normal	2	4192	TDM
Sarah Barros	Normal	3	4045	CONT
Danilo Barbosa	Normal	1	7411	EM
Juan Lima	Dirigente associativo	2	3439	EA
Joao Barros	Normal	2	3397	MKT
Helena Freitas	Normal	3	4177	TDM
Alexandre Pires	Normal	1	4805	CONT
Evelyn Nascimento	Normal	1	22153	TDMO
Paulo Silva	Normal	1	22520	EM
Raul Goncalves	Normal	2	30790	EM
Sarah Costa	Normal	3	5059	TDM
Ana Vitoria Correia	Normal	1	15924	CONT
Barbara Barros	Normal	3	31188	EE
Ana Beatriz Castro	Normal	1	3883	TDMO
Mariana das Neves	Normal	2	5811	GI
Marcos Vinicius Sales	Normal	3	5806	EM
Lara Novaes	Normal	3	5543	CONT
Fernando Oliveira	Normal	2	3331	MKT
Maite Gomes	Normal	3	4595	EM
Noah da Rosa	Normal	1	22763	GI
Larissa da Mota	Normal	3	21851	EC
Emanuella Araujo	Normal	2	19662	GE
Pietra Souza	Normal	2	4941	TDM
Nicolas Pereira	Normal	1	14829	TDMO
Maria Clara Rodrigues	Normal	2	4029	MKT
Joao Pedro Moreira	Normal	2	31900	EC
Luiz Otavio Duarte	Normal	1	5303	GI
Lara Oliveira	Normal	1	18713	TDMO
Maria Vitoria Araujo	Normal	1	19958	GE
Nathan Oliveira	Normal	1	18578	GI
Heloisa Santos	Normal	3	9365	GE
Andre Ferreira	Normal	3	5729	MKT
Bruno Porto	Normal	1	4668	EI
Clara Carvalho	Normal	3	3956	CONT
Bernardo Carvalho	Normal	2	5922	EE
Levi Martins	Normal	3	4056	TUR
Bruna Dias	Normal	3	14007	MKT
Camila Fogaca	Normal	2	4570	EC
Pietro Jesus	Normal	2	12477	TDMO
Kaique Jesus	Dirigente associativo	2	2200	EI
Luiz Gustavo Cardoso	Normal	1	3752	TDM
Caua Silva	Normal	1	3340	GI
Nicolas Ribeiro	Normal	2	27058	TUR
Manuela da Conceicao	Normal	3	7439	MKT
Carlos Eduardo Melo	Normal	3	3462	TDM
Amanda Moreira	Normal	1	3303	EM
Thales Rodrigues	Normal	1	4011	GE
Diego Ferreira	Normal	1	5511	GI
Alicia da Cunha	Atleta	3	13760	TDMO
Rafael Araujo	Atleta	2	20357	TDM
Benicio Lima	Atleta	1	5287	CONT
Vinicius Rodrigues	Atleta	3	4392	EC
Isaac Azevedo	Atleta	3	5388	CONT
Ana Sophia Ribeiro	Atleta	3	7477	MKT
Sophia Mendes	Normal	3	4402	EE
Sabrina Alves	Normal	2	6108	TDM
Igor Lima	Normal	3	5525	GE
Murilo Barros	Dirigente associativo	2	5089	GE
Isadora Moraes	Normal	3	4653	MKT
Joao Vitor Cunha	Normal	2	3939	GI
Raquel Rodrigues	Normal	1	3493	TDMO
Davi Luiz da Rocha	Normal	1	22113	EM
Ana Carolina da Luz	Normal	3	4538	TUR
Bernardo Nogueira	Normal	1	15887	EE
Ana Livia Monteiro	Normal	3	20801	CONT
Maysa Cardoso	Normal	2	23850	TUR
Thiago da Cruz	Normal	3	15460	MKT
Renan Cavalcanti	Normal	3	4818	TUR
Benjamin da Cunha	Normal	1	3691	GE
Emanuella Oliveira	Normal	1	3762	TDM
Isaac Novaes	Normal	2	23428	TDM
Emilly Oliveira	Normal	2	5103	TUR
Sofia Castro	Normal	2	13993	CONT
Sophie das Neves	Normal	2	4457	EC
Joao Barbosa	Normal	3	28384	MKT
Marcos Vinicius Pires	Normal	3	4408	MKT
Elisa Pereira	Normal	3	3374	TDMO
Vitor Gabriel Almeida	Normal	2	20405	TUR
Kevin da Cunha	Normal	3	7540	EE
Caroline Cardoso	Normal	2	32111	CONT
Gabriela Silveira	Normal	2	3150	EA
Bernardo Peixoto	Normal	1	4659	TDM
Nicole da Costa	Normal	2	29704	GI
Erick Duarte	Normal	1	13835	GI
Lucas Gabriel da Cruz	Normal	3	33356	EI
Gabriel Carvalho	Normal	3	5471	GE
Juliana Moreira	Normal	3	7072	GI
Emanuel Farias	Normal	3	3665	EI
Thales Jesus	Normal	3	30350	GE
Andre Silva	Normal	1	19823	GE
Danilo Moreira	Normal	3	15485	EA
Luiz Gustavo da Luz	Normal	1	4416	EM
Caue Cardoso	Normal	3	4738	EM
Ian Teixeira	Normal	1	21556	GI
Igor Mendes	Normal	3	3977	CONT
Amanda Mendes	Normal	3	24216	CONT
Caua Martins	Normal	2	5727	EA
Joao Gabriel Ferreira	Normal	2	2626	CONT
Luiza Ribeiro	Normal	2	10357	GI
Luiza Ribeiro	Normal	2	9526	GI
Luiza Ribeiro	Normal	2	14357	GI
Luiza Ribeiro	Normal	2	30337	GI
